"","title","author","subject","abstract","meta"
"69","Gap results for biharmonic submanifolds in spheres","Stefan Andronic, Simona Nistor","Differential Geometry (math.DG)","In this paper we determine a larger gap of the mean curvature for a class of proper biharmonic submanifolds with parallel mean curvature vector field in Euclidean spheres. When the bounds of the gap are reached, we obtain splitting results of the submanifold.","Fri, 15 Mar 2024 09:56:42 UTC (33 KB)"
"70","Sun-Jupiter-Saturn System may exist: A verified computation of quasiperiodic solutions for the planar three body problem","Jordi-Lluís Figueras, Alex Haro","Dynamical Systems (math.DS)","In this paper, we present evidence of the stability of a simplified model of the Solar System, a flat (Newtonian) Sun-Jupiter-Saturn system with realistic data: masses of the Sun and the planets, their semi-axes, eccentricities and (apsidal) precessions of the planets close to the real ones. The evidence is based on convincing numerics that a KAM theorem can be applied to the Hamiltonian equations of the model to produce quasiperiodic motion (on an invariant torus) with the appropriate frequencies. To do so, we first use KAM numerical schemes to compute translated tori to continue from the Kepler approximation (two uncoupled two-body problems) up to the actual Hamiltonian of the system, for which the translated torus is an invariant torus. Second, we use KAM numerical schemes for invariant tori to refine the solution giving the desired torus. Lastly, the convergence of the KAM scheme for the invariant torus is (numerically) checked by applying several times a KAM iterative lemma, from which we obtain that the final torus (numerically) satisfies the existence conditions given by a KAM theorem.","Fri, 15 Mar 2024 09:52:54 UTC (873 KB)"
"71","Self-Aligning Polar Active Matter","Paul Baconnier, Olivier Dauchot, Vincent Démery, Gustavo Düring, Silke Henkes, Cristián Huepe, Amir Shee","Soft Condensed Matter (cond-mat.soft)","Self-alignment describes the property of a polar active unit to align or anti-align its orientation towards its velocity. In contrast to mutual alignment, where the headings of multiple active units tend to directly align to each other -- as in the celebrated Vicsek model --, self-alignment impacts the dynamics at the individual level by coupling the rotation and displacements of each active unit. This enriches the dynamics even without interactions or external forces, and allows, for example, a single self-propelled particle to orbit in a harmonic potential. At the collective level, self-alignment modifies the nature of the transition to collective motion already in the mean field description, and it can also lead to other forms of self-organization such as collective actuation in dense or solid elastic assemblies of active units. This has significant implications for the study of dense biological systems, metamaterials, and swarm robotics. Here, we review a number of models that were introduced independently to describe the previously overlooked property of self-alignment and identify some of its experimental realizations. Our aim is three-fold: (i)~underline the importance of self-alignment in active systems, especially in the context of dense populations of active units and active solids; (ii)~provide a unified mathematical and conceptual framework for the description of self-aligning systems; (iii)~discuss the common features and specific differences of the existing models of self-alignment. We conclude by discussing promising research avenues in which the concept of self-alignment could play a significant role.","Fri, 15 Mar 2024 09:51:07 UTC (24,367 KB)"
"72","On a globally convergent semismooth* Newton method in nonsmooth nonconvex optimzation","H. Gfrerer","Optimization and Control (math.OC)","In this paper we present GSSN, a globalized SCD semismooth* Newton method for solving nonsmooth nonconvex optimization problems. The global convergence properties of the method are ensured by the proximal gradient method, whereas locally superlinear convergence is established via the SCD semismooth* Newton method under quite weak assumptions. The Newton direction is based on the SC (subspace containing) derivative of the subdifferential mapping and can be computed by the (approximate) solution of an equality-constrained quadratic program. Special attention is given to the efficient numerical implementation of the overall method.","Fri, 15 Mar 2024 09:40:12 UTC (45 KB)"
"73","Modeling Multiday Extreme Precipitation Across Eastern Australia: A Dynamical Perspective","Ruethaichanok Kardkasem, Meagan Carney","Dynamical Systems (math.DS)","The purpose of this paper is to illustrate new techniques for computing multiday extreme precipitation taken from recent theoretical advancements in extreme value theory in the framework of dynamical systems, using historical precipitation data along the eastern coast of Australia as a case study. We explore the numerical pitfalls of applying standard extreme value techniques to model multiday extremes. Then, we illustrate that our data conforms to the appropriate setting for the application of recently derived extreme value distributions for runs of extremes in the dynamical framework and adapt these to the non-stationary setting. Finally, we use these distributions to make more informed predictions on the return times and magnitudes of consecutive daily extreme precipitation and find changes in the dependence of increasing consecutive daily rainfall extremes on the Southern Oscillation Index. Although our case study is focused on extreme precipitation across eastern Australia, we emphasize that these techniques can be used to model expected returns and magnitudes of consecutive extreme precipitation events across many locations.","Fri, 15 Mar 2024 09:38:08 UTC (2,383 KB)"
"74","$\partial\bar{\partial}$-Lemma and $p$-Kähler structures on families of solvmanifolds","Andrea Cattaneo, Adriano Tomassini","Differential Geometry (math.DG)","We provide families of compact $(n + 1)$-dimensional complex non Kähler manifolds satisfying the $\partial\bar{\partial}$-Lemma, with holomoprhically trivial canonical bundle, carrying a balanced metric and with no $p$-Kähler structures. Such a construction extends to the completely solvable case in any dimension Nakamura's construction of low-dimensional holomorphically parallelizable solvmanifolds.","Fri, 15 Mar 2024 09:18:18 UTC (18 KB)"
"75","Invariant submanifolds for solutions to rough differential equations","Stefan Tappe","Probability (math.PR)","In this paper we provide necessary and sufficient conditions for invariance of finite dimensional submanifolds for rough differential equations (RDEs) with values in a Banach space. Furthermore, we apply our findings to the particular situation of random RDEs driven by $Q$-Wiener processes and random RDEs driven by $Q$-fractional Brownian motion.","Fri, 15 Mar 2024 09:10:40 UTC (13 KB)"
"76","Fast Generation of Feasible Trajectories in Direct Optimal Control","David Kiessling, Katrin Baumgärtner, Wilm Decré, Jan Swevers, Moritz Diehl","Optimization and Control (math.OC)","This paper examines the question of finding feasible points to discrete-time optimal control problems. The optimization problem of finding a feasible trajectory is transcribed to an unconstrained optimal control problem. An efficient algorithm, called FP-DDP, is proposed that solves the resulting problem using Differential Dynamic Programming preserving feasibility with respect to the system dynamics in every iteration. Notably, FP-DDP admits global and rapid local convergence properties induced by a combination of a Levenberg-Marquardt method and an Armijo-type line search. The efficiency of FP-DDP is demonstrated against established methods such as Direct Multiple Shooting, Direct Single Shooting, and state-of-the-art solvers.","Fri, 15 Mar 2024 09:03:13 UTC (535 KB)"
"77","Long-time behavior for discretization schemes of Fokker-Planck equations via couplings","Ansgar Jüngel, Katharina Schuh","Probability (math.PR)","Continuous-time Markov chains associated to finite-volume discretization schemes of Fokker-Planck equations are constructed. Sufficient conditions under which quantitative exponential decay in the $\phi$-entropy and Wasserstein distance are established, implying modified logarithmic Sobolev, Poincaré, and discrete Beckner inequalities. The results are not restricted to additive potentials and do not make use of discrete Bochner-type identities. The proof for the $\phi$-decay relies on a coupling technique due to Conforti, while the proof for the Wasserstein distance uses the path coupling method. Furthermore, exponential equilibration for discrete-time Markov chains is proved, based on an abstract discrete Bakry-Emery method and a path coupling.","Fri, 15 Mar 2024 08:55:44 UTC (26 KB)"
"78","Analysis of a two phase flow model of biofilm spread","Ana Carpio, Gema Duro","Analysis of PDEs (math.AP)","Free boundaries of biofilms advancing on surfaces evolve according to conservation laws coupled with systems of partial differential equations for velocities, pressures and chemicals affecting cell behavior. Thin film approximations lead to complicated quasi-stationary systems coupling stationary transport equations and compressible Stokes systems with convection-reaction-diffusion equations.We establish existence, uniqueness and stability of solutions of the different submodels involved and then obtain well posedness results for the full system. Our analysis relies on the construction of weak solutions for the steady transport equations under sign assumptions and the reformulation of the compressible Stokes problem as an elliptic system with enhanced regularity properties on the pressure. We need to consider velocity fields whose divergence and normal boundary components satisfy sign conditions, instead of vanishing as classical results require. Applications include the study of cells, biofilms and tissues, where one phase is a liquid solution, whereas the other one is assorted biomass.","Fri, 15 Mar 2024 08:24:04 UTC (69 KB)"
"79","Second-Order Strong Optimality and Second-Order Duality for Nonsmooth Constrained Multiobjective Fractional Programming Problems","Jiawei Chen, Luyu Liu, Yibing Lv, Debdas Ghosh, Jen-Chih Yao","Optimization and Control (math.OC)","This paper investigates constrained nonsmooth multiobjective fractional programming problem (NMFP) in real Banach spaces. It derives a quotient calculus rule for computing the first- and second-order Clarke derivatives of fractional functions involving locally Lipschitz functions. A novel second-order Abadie-type regularity condition is presented, defined with the help of the Clarke directional derivative and the Páles-Zeidan second-order directional derivative. We establish both first- and second-order strong necessary optimality conditions, which contain some new information on multipliers and imply the strong KKT necessary conditions, for a Borwein-type properly efficient solution of NMFP by utilizing generalized directional derivatives. Moreover, it derives second-order sufficient optimality conditions for NMFP under a second-order generalized convexity assumption. Additionally, we derive duality results between NMFP and its second-order dual problem under some appropriate conditions.","Fri, 15 Mar 2024 08:12:57 UTC (36 KB)"
"80","Convex co-compact hyperbolic manifolds are determined by their pleating lamination","Bruno Dular, Jean-Marc Schlenker","Geometric Topology (math.GT)","Convex co-compact 3-dimensional hyperbolic manifolds are uniquely determined by the pleating measured lamination on the boundary of their convex core.","Fri, 15 Mar 2024 08:05:45 UTC (40 KB)"
"81","$\mathbb{Z}$-disks in $\mathbb{C} P^2$","Anthony Conway, Irving Dai, Maggie Miller","Geometric Topology (math.GT)","We study locally flat disks in $(\mathbb{C} P^2)^\circ:=(\mathbb{C} P^2)\setminus \mathring{B^4}$ with boundary a fixed knot $K$ and whose complement has fundamental group $\mathbb{Z}$. We show that up to topological isotopy rel. boundary, such disks necessarily arise by performing a positive crossing change on $K$ to an Alexander polynomial one knot and capping off with a $\mathbb{Z}$-disk in $D^4.$ Such a crossing change determines a loop in $S^3 \setminus K$ and we prove that the homology class of its lift to the infinite cyclic cover leads to a complete invariant of the disk. We prove that this determines a bijection between the set of rel. boundary topological isotopy classes of $\mathbb{Z}$-disks with boundary $K$ and a quotient of the set of unitary units of the ring $\mathbb{Z}[t^{\pm 1}]/(\Delta_K)$. Number-theoretic considerations allow us to deduce that a knot $K \subset S^3$ with quadratic Alexander polynomial bounds $0,1,2,4$, or infinitely many $\mathbb{Z}$-disks in $(\mathbb{C} P^2)^\circ$. This leads to the first examples of knots bounding infinitely many topologically distinct disks whose exteriors have the same fundamental group and equivariant intersection form. Finally we give several examples where these disks are realized smoothly.","Fri, 15 Mar 2024 07:45:31 UTC (123 KB)"
"82","Birational maps to Grassmannians, representations and poset polytopes","Evgeny Feigin, with an appendix in collaboration with Wojciech Samotij","Algebraic Geometry (math.AG)","We study the closure of the graph of the birational map from a projective space to a Grassmannian. We provide explicit description of the graph closure and compute the fibers of the natural projection to the Grassmannian. We construct embeddings of the graph closure to the projectivizations of certain cyclic representations of a degenerate special linear Lie algebra and study algebraic and combinatorial properties of these representations. In particular, we describe monomial bases, generalizing the FFLV bases. The proof relies on combinatorial properties of a new family of poset polytopes, which are of independent interest. As a consequence we obtain flat toric degenerations of the graph closure studied by Borovik, Sturmfels and Sverrisdóttir.","Fri, 15 Mar 2024 07:30:45 UTC (21 KB)"
"83","A Structure-Preserving Kernel Method for Learning Hamiltonian Systems","Jianyu Hu, Juan-Pablo Ortega, Daiying Yin","Machine Learning (stat.ML)","A structure-preserving kernel ridge regression method is presented that allows the recovery of potentially high-dimensional and nonlinear Hamiltonian functions out of datasets made of noisy observations of Hamiltonian vector fields. The method proposes a closed-form solution that yields excellent numerical performances that surpass other techniques proposed in the literature in this setup. From the methodological point of view, the paper extends kernel regression methods to problems in which loss functions involving linear functions of gradients are required and, in particular, a differential reproducing property and a Representer Theorem are proved in this context. The relation between the structure-preserving kernel estimator and the Gaussian posterior mean estimator is analyzed. A full error analysis is conducted that provides convergence rates using fixed and adaptive regularization parameters. The good performance of the proposed estimator is illustrated with various numerical experiments.","Fri, 15 Mar 2024 07:20:21 UTC (14,263 KB)"
"84","Unified Projection-Free Algorithms for Adversarial DR-Submodular Optimization","Mohammad Pedramfar, Yididiya Y. Nadew, Christopher J. Quinn, Vaneet Aggarwal","Machine Learning (cs.LG)","This paper introduces unified projection-free Frank-Wolfe type algorithms for adversarial continuous DR-submodular optimization, spanning scenarios such as full information and (semi-)bandit feedback, monotone and non-monotone functions, different constraints, and types of stochastic queries. For every problem considered in the non-monotone setting, the proposed algorithms are either the first with proven sub-linear $\alpha$-regret bounds or have better $\alpha$-regret bounds than the state of the art, where $\alpha$ is a corresponding approximation bound in the offline setting. In the monotone setting, the proposed approach gives state-of-the-art sub-linear $\alpha$-regret bounds among projection-free algorithms in 7 of the 8 considered cases while matching the result of the remaining case. Additionally, this paper addresses semi-bandit and bandit feedback for adversarial DR-submodular optimization, advancing the understanding of this optimization area.","Fri, 15 Mar 2024 07:05:44 UTC (342 KB)"
"85","Product of rectangular Toeplitz (Hankel) matrices","Said Bensliman, Ameur Yagoub, Kamel Toumache","Functional Analysis (math.FA)","In this paper, we study products of asymmetric Toeplitz matrices, we give necessary and sufficient conditions for the product of two asymmetric Toeplitz matrices compatible sizes is asymmetric Toeplitz matrix. We also give some results related to the isometry.","Fri, 15 Mar 2024 07:01:33 UTC (10 KB)"
"86","Global rigidity of smooth ${\mathbb Z}\ltimes_λ{\mathbb R}$-actions on ${\mathbb T}^2$","Changguang Dong, Yi Shi","Dynamical Systems (math.DS)","For $\lambda>1$, we consider the locally free ${\mathbb Z}\ltimes_\lambda{\mathbb R}$ actions on ${\mathbb T}^2$. We show that, if the action is $C^r$ with $r\geq2$, then it is $C^{r-\epsilon}$-conjugate to an affine action generated by a hyperbolic automorphism and a linear translation flow along expanding eigen-direction of the automorphism. In contrast, there exists a $C^{1+\alpha}$-action which is semi-conjugate, but not topologically conjugate to an affine action.","Fri, 15 Mar 2024 06:59:46 UTC (14 KB)"
"87","The Table of the Structure Constants for the Complex Simple Lie Algebra of Type E_6 and Chevalley Commutator Formulas in the Chevalley Group of Type E_6 over a Field","Anna I. Polovinkina, Sergey G. Kolesnikov","Group Theory (math.GR)","This article is the third in the series. It is devoted the calculation of the structure constants for the complex simple Lie algebra of type E_6 and Chevalley commutator formulas.","Fri, 15 Mar 2024 06:09:25 UTC (44 KB)"
"88","Quantum Circuits for partial differential equations via Schrödingerisation","Junpeng Hu, Shi Jin, Nana Liu, Lei Zhang","Quantum Physics (quant-ph)","Quantum computing has emerged as a promising avenue for achieving significant speedup, particularly in large-scale PDE simulations, compared to classical computing. One of the main quantum approaches involves utilizing Hamiltonian simulation, which is directly applicable only to Schrödinger-type equations. To address this limitation, Schrödingerisation techniques have been developed, employing the warped transformation to convert general linear PDEs into Schrödinger-type equations. However, despite the development of Schrödingerisation techniques, the explicit implementation of the corresponding quantum circuit for solving general PDEs remains to be designed. In this paper, we present detailed implementation of a quantum algorithm for general PDEs using Schrödingerisation techniques. We provide examples of the heat equation, and the advection equation approximated by the upwind scheme, to demonstrate the effectiveness of our approach. Complexity analysis is also carried out to demonstrate the quantum advantages of these algorithms in high dimensions over their classical counterparts.","Fri, 15 Mar 2024 05:42:03 UTC (29 KB)"
"89","Moduli difference of inverse logarithmic coefficients of univalent functions","Vasudevarao Allu, Amal Shaji","Complex Variables (math.CV)","Let $f$ be analytic in the unit disk and $\mathcal{S}$ be the subclass of normalized univalent functions with $f(0) = 0$, and $f'(0) = 1$. Let $F$ be the inverse function of $f$, given by $F(w)=w+\sum_{n=2}^{\infty}A_nw^n$ defined on some disk $|w|\le r_0(f)$. The inverse logarithmic coefficients $\Gamma_n$, $n \in \mathbb{N}$, of $f$ are defined by the equation $ \log(F(w)/w)=2\sum_{n=1}^{\infty}\Gamma_{n}w^{n},\,|w|<1/4.$ In this paper, we find the sharp upper and lower bounds for moduli difference of second and first inverse logarithmic coefficients, {\em i.e.,} $|\Gamma_2|-|\Gamma_1|$ for functions in class $\mathcal{S}$ and for functions in some important subclasses of univalent functions.","Fri, 15 Mar 2024 05:39:05 UTC (14 KB)"
"90","On the Existence and Regularity for Stationary Boltzmann Equation in a Small Domain","I-Kun Chen, Chun-Hsiung Hsia, Daisuke Kawagoe, Jhe-Kuan Su","Analysis of PDEs (math.AP)","In this article, we study the stationary Boltzmann equation with the incoming boundary condition for the hard potential cases. Assuming the smallness of the domain and a suitable normal curvature condition on the boundary, we find a suitable solution space which is a proper subset of the $W^{1,p}$ space.","Fri, 15 Mar 2024 04:40:34 UTC (844 KB)"
"91","Linear optimal transport subspaces for point set classification","Mohammad Shifat E Rabbi, Naqib Sad Pathan, Shiying Li, Yan Zhuang, Abu Hasnat Mohammad Rubaiyat, Gustavo K Rohde","Computer Vision and Pattern Recognition (cs.CV)","Learning from point sets is an essential component in many computer vision and machine learning applications. Native, unordered, and permutation invariant set structure space is challenging to model, particularly for point set classification under spatial deformations. Here we propose a framework for classifying point sets experiencing certain types of spatial deformations, with a particular emphasis on datasets featuring affine deformations. Our approach employs the Linear Optimal Transport (LOT) transform to obtain a linear embedding of set-structured data. Utilizing the mathematical properties of the LOT transform, we demonstrate its capacity to accommodate variations in point sets by constructing a convex data space, effectively simplifying point set classification problems. Our method, which employs a nearest-subspace algorithm in the LOT space, demonstrates label efficiency, non-iterative behavior, and requires no hyper-parameter tuning. It achieves competitive accuracies compared to state-of-the-art methods across various point set classification tasks. Furthermore, our approach exhibits robustness in out-of-distribution scenarios where training and test distributions vary in terms of deformation magnitudes.","Fri, 15 Mar 2024 04:39:27 UTC (351 KB)"
"92","LyZNet: A Lightweight Python Tool for Learning and Verifying Neural Lyapunov Functions and Regions of Attraction","Jun Liu, Yiming Meng, Maxwell Fitzsimmons, Ruikun Zhou","Systems and Control (eess.SY)","In this paper, we describe a lightweight Python framework that provides integrated learning and verification of neural Lyapunov functions for stability analysis. The proposed tool, named LyZNet, learns neural Lyapunov functions using physics-informed neural networks (PINNs) to solve Zubov's equation and verifies them using satisfiability modulo theories (SMT) solvers. What distinguishes this tool from others in the literature is its ability to provide verified regions of attraction close to the domain of attraction. This is achieved by encoding Zubov's partial differential equation (PDE) into the PINN approach. By embracing the non-convex nature of the underlying optimization problems, we demonstrate that in cases where convex optimization, such as semidefinite programming, fails to capture the domain of attraction, our neural network framework proves more successful. The tool also offers automatic decomposition of coupled nonlinear systems into a network of low-dimensional subsystems for compositional verification. We illustrate the tool's usage and effectiveness with several numerical examples, including both non-trivial low-dimensional nonlinear systems and high-dimensional systems. The repository of the tool can be found at this https URL.","Fri, 15 Mar 2024 04:35:56 UTC (1,183 KB)"
"93","Compositionally Verifiable Vector Neural Lyapunov Functions for Stability Analysis of Interconnected Nonlinear Systems","Jun Liu, Yiming Meng, Maxwell Fitzsimmons, Ruikun Zhou","Systems and Control (eess.SY)","While there has been increasing interest in using neural networks to compute Lyapunov functions, verifying that these functions satisfy the Lyapunov conditions and certifying stability regions remain challenging due to the curse of dimensionality. In this paper, we demonstrate that by leveraging the compositional structure of interconnected nonlinear systems, it is possible to verify neural Lyapunov functions for high-dimensional systems beyond the capabilities of current satisfiability modulo theories (SMT) solvers using a monolithic approach. Our numerical examples employ neural Lyapunov functions trained by solving Zubov's partial differential equation (PDE), which characterizes the domain of attraction for individual subsystems. These examples show a performance advantage over sums-of-squares (SOS) polynomial Lyapunov functions derived from semidefinite programming.","Fri, 15 Mar 2024 04:19:32 UTC (264 KB)"
"94","Toric ranks and component groups of Jacobians of modular curves","Paul Alexander Helminck","Number Theory (math.NT)","Let $p\neq{2,3}$ be a prime number and let $\Gamma \subset \mathrm{SL}_{2}(\mathbb{Z})$ be a congruence subgroup with modular curve $X_{\Gamma}/K$ and Jacobian $J(X_{\Gamma})$. In this paper we give an explicit group-theoretic description of the semistable toric rank and component group of $J(X_{\Gamma})$ at the finite places of $K$ lying over $p$. We first produce a suitable deformation retract of the minimal Berkovich skeleton of $X_{H}$ in terms of Hecke-Iwahori double coset spaces. We call this deformation retract the pruned skeleton of the curve. Our description of this skeleton includes a group-theoretic formula for the edge lengths, allowing us to give the component group of the modular curve as the quotient of a lattice using the monodromy pairing. For $X_{0}(N)$, $X_{1}(N)$, $X_{sp}(N)$ and $X_{sp}^{+}(N)$, we explicitly determine the pruned skeleta using a set of coset schemes over $\mathbb{Z}$. This in particular recovers results by Deligne-Rapoport, Edixhoven, Coleman-McMurdy and Tsushima on the semistable reduction type of $X_{0}(p^{n})$ for $n\leq{4}$. Finally, we determine the geometric Tamagawa number and the prime-to-$2$ structure of the component group of $X_{0}(N)$ over the extension given by Krir's theorem.","Fri, 15 Mar 2024 03:38:54 UTC (53 KB)"
"95","Contracting isometries and differentiability of the escape rate","Inhyeok Choi","Group Theory (math.GR)","Let $G$ be a countable group whose action on a metric space $X$ involves a contracting isometry. This setting naturally encompasses groups acting on Gromov hyperbolic spaces, Teichmüller space, Culler-Vogtmann Outer space and CAT(0) spaces. We discuss continuity and differentiability of the escape rate of random walks on $G$. For mapping class groups, relatively hyperbolic groups, CAT(-1) groups and CAT(0) cubical groups, we further discuss analyticity of the escape rate. Finally, assuming that the action of $G$ on $X$ is weakly properly discontinuous (WPD), we discuss continuity of the asymptotic entropy of random walks on $G$.","Fri, 15 Mar 2024 03:26:38 UTC (724 KB)"
"96","Dispersive decay for the mass-critical nonlinear Schrödinger equation","Chenjie Fan, Rowan Killip, Monica Visan, Zehua Zhao","Analysis of PDEs (math.AP)","We prove dispersive decay, pointwise in time, for solutions to the mass-critical nonlinear Schrödinger equation in spatial dimensions $d=1,2,3$.","Fri, 15 Mar 2024 03:18:46 UTC (12 KB)"
"97","Universal graph series, chromatic functions, and their index theory","Tsuyoshi Miezaki, Akihiro Munemasa, Yusaku Nishimura, Tadashi Sakuma, Shuhei Tsujie","Combinatorics (math.CO)","In the present paper, we introduce the concept of universal graph series. We then present four invariants of graphs and discuss some of their properties. In particular, one of these invariants is a generalization of the chromatic symmetric function and a complete invariant for graphs.","Fri, 15 Mar 2024 03:04:47 UTC (18 KB)"
"98","Multivariate Gaussian Approximation for Random Forest via Region-based Stabilization","Zhaoyang Shi, Chinmoy Bhattacharjee, Krishnakumar Balasubramanian, Wolfgang Polonik","Statistics Theory (math.ST)","We derive Gaussian approximation bounds for random forest predictions based on a set of training points given by a Poisson process, under fairly mild regularity assumptions on the data generating process. Our approach is based on the key observation that the random forest predictions satisfy a certain geometric property called region-based stabilization. In the process of developing our results for the random forest, we also establish a probabilistic result, which might be of independent interest, on multivariate Gaussian approximation bounds for general functionals of Poisson process that are region-based stabilizing. This general result makes use of the Malliavin-Stein method, and is potentially applicable to various related statistical problems.","Fri, 15 Mar 2024 01:50:41 UTC (134 KB)"
"99","Poset polytopes and pipe dreams: toric degenerations and beyond","Ievgen Makedonskyi, Igor Makhlin","Algebraic Geometry (math.AG)","We demonstrate how pipe dreams can be applied to the theory of poset polytopes to produce toric degenerations of flag varieties. Specifically, we present such constructions for marked chain-order polytopes of Dynkin types A and C. These toric degenerations also give rise to further algebraic and geometric objects such as PBW-monomial bases and Newton--Okounkov bodies. We discuss a construction of the former in the type A case and of the latter in type C.","Fri, 15 Mar 2024 01:50:09 UTC (18 KB)"
"100","SO(n) AKLT Chains as Symmetry Protected Topological Quantum Ground States","Michael Ragone","Mathematical Physics (math-ph)","This thesis studies a pair of symmetry protected topological (SPT) phases which arise when considering one-dimensional quantum spin systems possessing a natural orthogonal group symmetry. Particular attention is given to a family of exactly solvable models whose ground states admit a matrix product state description and generalize the AKLT chain. We call these models ``$SO(n)$ AKLT chains'' and the phase they occupy the ``$SO(n)$ Haldane phase''. We present new results describing their ground state structure and, when $n$ is even, their peculiar $O(n)$-to-$SO(n)$ symmetry breaking. We also prove that these states have arbitrarily large correlation and injectivity length by increasing $n$, but all have a 2-local parent Hamiltonian, in contrast to the natural expectation that the interaction range of a parent Hamiltonian should diverge as these quantities diverge. We extend Ogata's definition of an SPT index for a split state for a finite symmetry group $G$ to an SPT index for a compact Lie group $G$. We then compute this index, which takes values in the second Borel group cohomology $H^2(SO(n),U(1))$, at a single point in each of the SPT phases. The two points have different indices, confirming the two SPT phases are indeed distinct. Chapter 1 contains an introduction with a detailed overview of the contents of this thesis, which includes several chapters of background information before presenting new results in Chapter 7 and Chapter 8.","Fri, 15 Mar 2024 01:22:49 UTC (917 KB)"
"101","A priori $L^\infty-$bound for Ginzburg-Landau energy minimizers with divergence penalization","Lia Bronsard, Andrew Colinet, Dominik Stantejsky","Analysis of PDEs (math.AP)","We consider minimizers $u_\varepsilon$ of the Ginzburg-Landau energy with quadratic divergence penalization on a simply-connected two-dimensional domain $\Omega$. On the boundary, strong tangential anchoring is imposed. We prove that minimizers satisfy a $L^\infty$-bound uniform in $\varepsilon$ when $\Omega$ has $C^{2,1}-$boundary and that the Lipschitz constant blows up like $\varepsilon^{-1}$ when $\Omega$ has $C^{3,1}-$boundary. Our theorem extends to $W^{2,p}-$regularity result for our elliptic system with mixed Dirichlet-Neumann boundary condition.","Fri, 15 Mar 2024 01:21:11 UTC (869 KB)"
"102","Cox rings of nef anticanonical rational surfaces","Michela Artebani, Sofía Pérez Garbayo","Algebraic Geometry (math.AG)","This paper deals with the problem of computing a generating set for the Cox ring $R(X)$ of a smooth projective rational surface $X$ with nef anticanonical class. In case $R(X)$ is finitely generated, we show that the degrees of its generators are either classes of negative curves, elements of the Hilbert basis of the nef cone or certain ample classes of anticanonical degree one, which only appear when $X$ is a rational elliptic surface of Halphen index $m>2$. Moreover, we partially characterize which elements of the Hilbert basis of the nef cone are irredundant for generating $R(X)$. We apply this result to compute explicit minimal generating sets for Cox rings of some rational elliptic surfaces of Halphen index $>1$.","Fri, 15 Mar 2024 01:06:56 UTC (59 KB)"
"103","The Width of a Ball in a Hypercube","Kada Williams","Combinatorics (math.CO)","Various authors have calculated how many pairwise incomparable points can be selected from a partially ordered set. We tackle this question for the family of subsets of a finite set obtained by removing or adding a bounded number of elements from a given subset. Our versatile approach is proven valid under the condition of the set size exceeding the cube of the radius.","Fri, 15 Mar 2024 01:00:32 UTC (6 KB)"
"104","Bicausal optimal transport for SDEs with irregular coefficients","Benjamin A. Robinson, Michaela Szölgyenyi","Probability (math.PR)","We solve constrained optimal transport problems between the laws of solutions of stochastic differential equations (SDEs). We consider SDEs with irregular coefficients, making only minimal regularity assumptions. We show that the so-called synchronous coupling is optimal among bicausal couplings, that is couplings that respect the flow of information encoded in the stochastic processes. Our results provide a method to numerically compute the adapted Wasserstein distance between laws of SDEs with irregular coefficients. Moreover, we introduce a transformation-based semi-implicit numerical scheme and establish the first strong convergence result for SDEs with exponentially growing and discontinuous drift.","Fri, 15 Mar 2024 00:51:28 UTC (1,018 KB)"
"105","Global Convergence Guarantees for Federated Policy Gradient Methods with Adversaries","Swetha Ganesh, Jiayu Chen, Gugan Thoppe, Vaneet Aggarwal","Machine Learning (cs.LG)","Federated Reinforcement Learning (FRL) allows multiple agents to collaboratively build a decision making policy without sharing raw trajectories. However, if a small fraction of these agents are adversarial, it can lead to catastrophic results. We propose a policy gradient based approach that is robust to adversarial agents which can send arbitrary values to the server. Under this setting, our results form the first global convergence guarantees with general parametrization. These results demonstrate resilience with adversaries, while achieving sample complexity of order $\tilde{\mathcal{O}}\left( \frac{1}{\epsilon^2} \left( \frac{1}{N-f} + \frac{f^2}{(N-f)^2}\right)\right)$, where $N$ is the total number of agents and $f$ is the number of adversarial agents.","Fri, 15 Mar 2024 00:45:36 UTC (1,950 KB)"
"106","Representations from matrix varieties, and filtered RSK","Abigail Price, Ada Stelzer, Alexander Yong","Representation Theory (math.RT)","Matrix Schubert varieties (Fulton '92) carry natural actions of Levi groups. Their coordinate rings are thereby Levi-representations; what is a combinatorial counting rule for the multiplicities of their irreducibles? When the Levi group is a torus, (Knutson-Miller '04) answers the question. We present a general solution, a common refinement of the multigraded Hilbert series, the Cauchy identity, and the Littlewood-Richardson rule. Our result applies to any ``bicrystalline'' algebraic variety; we define these using the operators of (Kashiwara '95) and of (Danilov-Koshevoi '05, van Leeuwen '06). The proof introduces a ``filtered'' generalization of the Robinson-Schensted-Knuth correspondence.","Fri, 15 Mar 2024 00:40:46 UTC (47 KB)"
"107","Symmetric products of Galois-Maximal varieties","Javier Orts","Algebraic Geometry (math.AG)","The main result of this paper is the proof that all the symmetric products of a finite Galois-Maximal space are Galois-Maximal spaces. This applies to the special case of real algebraic varieties, solving the problem first stated by Biswas and D'Mello in \cite{biswas&d'mello:symmetric_products_M-curves} about symmetric products of Maximal curves. We also give characterisations of these spaces and state a new definition that generalises to a larger class of spaces. Then, we extend the characterisation in terms of the Borel cohomology given in \cite{us} to the new family. Finally, we introduce the notion of cohomological stability and cohomological splitting, provide a systematic treatment and relate them with the properties of being a Maximal or Galois-Maximal space. These cohomological properties play an important role in the proof of our main theorem.","Fri, 15 Mar 2024 00:23:56 UTC (58 KB)"
