"prod_name","title","reviewer","review","date","ratings","type_of_movies"
" Miller's Girl (2023)","Disappointing and vacuous.","rxzgt","I do enjoy when a movie's dialog provides its own review. This film was "" overreaching without ambition.""
The pacing of the movie was horribly painful. It is never a good sign when I leave the action of the movie and find myself looking around thinking "" I am sitting in a movie theater. ""
Martin Freeman is a terrific actor but the script absolutely failed him. His talents were so totally wasted. I found this to be hopelessly sad as I expected so much from the film.The movie harps on the mediocrity of the protagonist and then tries to paint him as a villain. It just did not ring true. The script just kept missing; and, it was hard to keep pressing forward. With 45 minutes, or so, to go; I just wanted it to be over.","3 February 2024","3/10",NA
" Miller's Girl (2023)","Disappointed","quolzski","""Miller's Girl"" left me thoroughly unimpressed as it unfolded with a disappointing blend of predictability and lackluster storytelling. The plot, rather than offering any refreshing twists, adhered strictly to clichés, making the entire viewing experience feel tedious.The characters, unfortunately, lacked the depth needed to engage the audience emotionally. Their development felt superficial, leaving me indifferent to their fates. Even the supposedly dramatic moments failed to evoke any genuine connection or empathy, as the performances came across as forced and lacking authenticity.The dialogue, a crucial element in any movie, was remarkably uninspired. It felt like a compilation of worn-out phrases and unimaginative exchanges, further contributing to the overall sense of mediocrity. I couldn't shake off the feeling that the scriptwriters took the easy way out rather than investing the effort to craft something truly compelling.While ""Miller's Girl"" may have had potential, it ultimately fell short of delivering the depth and originality that I anticipated from a movie within its genre. It left me questioning why I invested my time in a film that failed to leave a lasting impression or offer anything beyond a forgettable cinematic experience.","26 February 2024","1/10",NA
" Miller's Girl (2023)","trying so hard","SnoopyStyle","18 year old Cairo Sweet (Jenna Ortega) lives alone in a mansion while her parents are away somewhere. Her new married creative writing teacher Jonathan Miller (Martin Freeman) takes an interest in her and she returns the interest with obsession. When he rejects her pornographic writing, all hell breaks loose.This movie oscillates between aggressively written and aggressively overwritten. It is trying so hard to be edgy. Jenna Ortega is oozing her lines out. I almost appreciate how hard it is running with scissors. At the end of the day, I am more annoyed with it than appreciate it. It doesn't help that the movie stops short. There is another fifteen minutes or more to go.","5 February 2024","5/10",NA
" Miller's Girl (2023)","A pretty good film when reflected a bit upon it","vmagrigjr","Miller's Girl presents a perspective of a romantic affair between a student (Jenna Ortega as Cairo Sweet) and its teacher (Martin Freeman as Jonathan Miller). It is a very ambitious and intriguing idea to explore, I really liked the plot and how it slowly unfolded, how the characters evolved and how eventually Cairo and Martin turned out to be complex characters that carried a lot of personal and professional baggage yet they connected and felt heard and understood thanks to their mutual interest in literature and writing. Now, obviously there's a lot more that's going on, more nuances, subtlety and delicacy and not to even mention the other ""situationship"" presented but it makes you wonder on another level... does love have limits? Is there such a thing as a forbidden love? Does even right or wrong exist when love is involved? Or, at the same time... is it really about love or is it something else?Both Freeman and Ortega deliver good performances and it serve their characters well, but it sometimes felt during the first acts like they lacked that chemistry, that connection that was supposed to urge their attraction, desire, tension; that ""I want it so bad that nothing else matters""; their interaction with other characters involved seemed more natural than when they were together.Jade Halley Bartlett creates this motion picture with a sort of aristocratic dark fantasy visual language and score in mind which plays an important part in the production itself especially in certain scenes implying the ideas of mystery, of desire, even of the forbidden and the unacceptable - yet, it felt a bit all over the place and unnecessary at times because it created a few clichés such as the mysterious girl that comes out of a misty forest thingy and it just pulls you out of the story.Throughout the film it seems to be an incomplete puzzle yet in such a good way because you get most of the pieces, but you also have to create the missing ones by yourself. The ending is arguably the most impactful and well made on this matter because even though an open ending is not reinventing the wheel, this time the final scene can actually be interpreted in such many ways, all of them viable and credible since, as earlier mentioned, the film was packed with many nuances and tones, hints and implies of what actually might have happened.The film is pretty good when reflected a bit upon it.","5 February 2024","7/10",NA
" Miller's Girl (2023)","Expected influenced by the 80's erotic thrillers new interpretation, got something else","gvlchev","To be honest, it's my first watch and I'm writing this shortly after I left the cinema, so maybe not the most objective opinion, but definitely left with with mixed feelings(mostly bad ones). It couldn't succeed in engaging me enough in the story to develop any sort of feeling towards any of the characters. Despite of the talented cast(saving it in a way from a total crash after the first half) and ambitious, some would even say pretentious, beginnings, for me, it felt short in building a solid foundations, which could have been a mean of explanation for what happens in the end.But on the bright sight, it has a nice soundtrack(not sure it's always used well enough - which is also not so bright. Excuse me, had a bad day).Let's not be all critical. It has moments that have the capacity to intrigue you, but in overall I couldn't sense the integrity. Expected more of 80s erotic thrillers' vibe. Definitely not a thriller and on the erotic part, pretty sure I felt more interested in Winnie and Miller's wife than the Jenna Ortega's Cairo(which I guess wasn't the writer/director's initial intension.Some better examples from last year:
1.of peculiar teacher-student relationships - About Dry Grasses
2.of successful writer wife-unsuccessful writer husband - Anatomy of a FallPs- the smoke doesn't help to build mysteriousness.","17 February 2024","5/10",NA
" Miller's Girl (2023)","The Struggle","Tactrix","So this movie had all the features of a good movie, great actors, great story, fantastic writing. So why not a 10? Well, the issue is the end. See there's a buildup in this movie, it makes assumptions without confirming anything. And it does this quite a lot. However it feels wildly incomplete. Like they made a movie and then cut 20% of it out, and that 20% was the revelation of what was actually happening. And it would have been an amazing movie if they had left that 20% in, but they didn't.Now the general feel of it is amazing, because it's atmospheric without meaning to be. I think it was written to convey each emotion with a specific place as a scene, and it really works.8/10 great cast, plot and writing, it just comes up short with the ending.","20 February 2024","8/10",NA
"Thanksgiving (2023)","For a modern-day slasher, it doesn't get much more enjoyable than this","kevin_robbins","I attended an advance screening of Thanksgiving (2023) this evening. The plot revolves around the infamous town of Plymouth, Massachusetts, grappling with a tragic Black Friday massacre. As the locals gear up to celebrate Thanksgiving a year later, someone decides to deliver festive justice to those responsible.Directed by Eli Roth (Cabin Fever), the film stars Patrick Dempsey (Grey's Anatomy), Addison Rae (He's All That), Gina Gershon (Killer Joe), Nell Verlaque (The Marijuana Conspiracy), and Rick Hoffman (Ballers).The movie is truly remarkable. I found myself smiling from the opening scene to the closing credits. It captures a 90s slasher vibe with a plethora of characters who could be the killer, a high school class facing peril, and a relatable motive for the antagonist. The kill scenes are all top-notch, earning a solid 10/10, with a perfect blend of creativity, gore, blood splatter, and more gore. The Black Friday and parade sequences are standout moments, eliciting cheers from tonight's audience. Noteworthy are the elite decapitation scenes and a sequence reminiscent of Heath Ledger's Joker in The Dark Knight. For a modern-day slasher, it doesn't get much more enjoyable than this. I'd give this an 8/10 and highly recommend it.","20 December 2023","8/10",NA
"Thanksgiving (2023)","Not sure what people are watching","FeastMode","I'm a little stunned by the positivity of the reviews I've seen. Thanksgiving has some good surrounded by mostly bad. I'll start with the few positives. It's mostly well-made from a technical perspective. I loved the scenes of carnage and chaos. And all of the kills made my jaw drop. It doesn't hold back.Everything outside of the kill scenes is bad. I wish they leaned more into the dark fun slasher vibes. Instead they try to be serious, which magnifies how bad, bland and dumb the rest of the movie is. And while the mystery is intriguing and unpredictable, the reveal isn't even a tiny bit satisfying.This will probably be more enjoyable if you haven't seen many movies. (1 viewing, 12/19/2023)","26 February 2024","3/10",NA
"Thanksgiving (2023)","We've seen this movie, literally. Twice. Still fun-ish.","hnhnyc","At this point one would think after all these movies, Eli Roth would learn how to make a good movie.Unfortunately, he didn't so he doesn't.While the premise is fine and plot could be salvaged with someone better at writing, the whole movie is quickly spiraling into your average stupid slasher movie.They probably tried to make a new Scream like movie, but failed.There is so many, many (not important) characters in this that waste screentime, so many unused chekhov guns that is not even funny.Even worse, there are many plot dead ends, which is somehow worse than having a good ol' plot hole. For example - part about store camera backups. It looks like an important part of the plot but no, it just resolves itself in the minutes after being mentioned. And it was resolved by one of the characters just watching those backups at some random point, concentrating on the dumbest part of it, printing some photos and going to police. What?Having so many unncessary characters is probably seen on paper like having so many options for viewer to think who is the killer - ""Oooh, no, who it is, ooohh"". But in reality it just wastes screen time and the only thing getting killed is any hope for plot coherence.Which brings me to the pacing of the movie. It's done so amateursh and incompetent that I go back to the first sentence - how did this dude didn't learn after all these years to make a coherent story flow? There is no sense of time in the movie, no sense of space, no sense of plot order. Things just happen.One of the worst things a movie can do is to make viewer constantly think ""That doesn't seem right/That's stupid/What?"" while watching a movie.The ending also looks super slapped on, contrived at best.It's not the worst movie ever, or from this year, but it ain't good. There is a solid horror movie in there somewhere but that movie is not written, directed and produced by Eli Roth.","21 December 2023","5/10",NA
"Thanksgiving (2023)","Bad","Smarmelade","Even for a slasher pic, Thanksgiving is crude, messy (in every sense of the word) and ridiculously over-the-top. Far from being an homage to Friday 13th, Scream etc it's a mockery of the genre, devoid of any merit. It lacks a shred of originality, and tries to make up for this by going for grossness in ridiculous ways. I have a strong stomach, but grossness simply for grossness' sake makes me shake my head.Other than gore, there's no plot. There's no style, no elan - there's not even a character worth rooting for. There's no talent, either. Everything - writing, acting, directing, camera-work - is just dialled-in, by-the-numbers stuff. Usually the wrong numbers.I might add that the poster is misleading - presumably deliberately. It gives the impression that this is going to be a period piece - which might've been interesting. It isn't.I suppose I've only myself to blame for watching it. Clearly, I should've remembered Bob Newhart's words: ""See, Walt, that's an *American* holiday.""Thanks to a membership card, I saw this for free - and I still feel ripped off.","18 November 2023","4/10",NA
"Thanksgiving (2023)","The Year's Biggest Turkey","Lomax343","We actually got it. It took a long time but we finally got a 'Thanksgiving' movie based on the infamous 'Grindhouse' trailer from 2007. I always liked to imagine what this film would actually look like. In all of the ways I envisioned it though, I never foresaw it being as coherent and well put together as this film ultimately was. This movie was a blast.The first thing to note is that the film is absolutely brutal. They haven't toned things down from the original trailer at all. They have committed to the concept and the film is that much better off for it. Like most Eli Roth films it feels like nothing is off limits.I was pleasantly surprised to find the film was done in a whodunit style. The mystery, and not knowing what characters could and could not be trusted, added another layer to the film and worked really well.When we first meet the characters, and in particular the teenage characters, I was a little worried they were going to be extremely unlikable, as is usually the case in these types of films. As the film went on though most, if not all, of them grew on me. And by the end of the film I actually cared about their fate.'Thanksgiving' is going to go down as one of my most pleasant surprises of 2023 for me. It was everything I wanted and more. 9/10.","16 November 2023","2/10",NA
"Thanksgiving (2023)","I never envisioned this film being so good","jtindahouse","Thanksgiving starts with a fantastic opening scene. The Black Friday shopping mayhem scene is straight out of South Park, with crazed shoppers rampling people to death in gruesome ways over a free waffle maker. That scene is perfectly acted, with all performers giving a spot on impression of awful greedy trash people. That scene has something to say.The rest of the film starts off as your average ""I know what you did last summer"" style revenge slasher with an unknown killer in a pilgrom costume stalking and killing the people responsible for the opening scene Black Friday tragedy.Towards the third act, the movie further devolves into needless, evil spirited torture porn.A central problem is the main characters, who are a chore to endure. All except the main girl (who seemingly has just one facial expression) and the Russian girl are awful. Especially the males. For a while I wondered if the director / writer were on a dare or pulling a prank by having every single line have the F-word in it. But then a few lines without it showed up. A pity, that would have been more clever than what we got. We are left with intensely unlikeable protagonists, waiting for them to be picked off one by one.The film barely gives us any hints to who the killer is, what in particular he's motivated by, and in the end pulls a random character out of the hat. The only reason I knew it wasn't one of the teens was that Gina Gershon had a brief appearance and death scene in the opening, so I knew the killer had to be connected to her. Otherwise why cast a name actor in a no name role?When the reveal does happen, it's ridiculously stupid, and most of all, the needless cruelty and sadism of the killer goes way beyond revenge. In particular one scene involving the centerpiece of the revenge is sickening, case in point being it's something that happened during the October 7th Hamas attack. It's so messed up that it ruins the tone of what should be a fun, scary holiday slasher / horror film. Eli Roth really needs to get his demons under control. Pushing the boundaries is one thing, but missing the tone of your movie is another.Oddly enough, the gore effects are quite bad. For a movie that goes so deep into gore, I was surprised it didn't look better.Speaking of things that look bad: the Killer's mask. This is a big one, since a slasher film lives and dies by its killer. The killer here looks boring. Like a low budget V for Vendetta, he's neither scary nor iconic. They must have realized the former, because midway during the movie, he burns his mask for no reason other than he knows he's in a movie and wants to look scarier.The film moves at a brisk pace, and thankfully the obligatory scenes of characters nervously tiptoeing through corridors with the Killer lying in wait aren't 5 minutes long like in older 80s and 90s Slashers where the narrative ground to a total halt before every kill scene. They throw in a few chase scenes to mix things up as well.Here's something I'm thankful for: Thanksgiving didn't bore me. It annoyed me with it's nasty characters, it repulsed me with the it's mean spiritedness, bit it didn't bore me.Had they kept the tone and social commentary from the opening scene, they could have had a real classic here. As it stands, this is a missed opportunity let down by a weak script and a director who's pathological need to shock undermines his talent.","23 November 2023","9/10",NA
"Thanksgiving (2023)","There's something wrong about this one","kuner-59029","I'm so confused about how this has a decent rating. This movie was painfully boring and predictable. The acting was absolutely atrocious. The story was as bland as it comes. I love cheesy horror movies, but this doesn't even count as one. I can't tell you how many times I have seen all of the 80s slasher flicks. I will binge watch them over and over. But I will never watch this one again. It's just so bad. I can't even laugh at it. Honestly, I'm insulted that anyone would put something out that is so bad. And that people would review it so well. I only went to see this movie based off of the reviews. It seems like people have lost touch with what makes a good movie.","2 December 2023","5/10",NA
"Thanksgiving (2023)","I'm at a loss","Gith13","There were so many opportunities for this movie to go wrong. There is nothing better than a painfully stupid concept well executed to the point that it is actually good. Thanksgiving is the only Thanksgiving slasher movie I can think of. It is really enjoyable and, somewhat, grisly in parts. Eli Roth has a a unique and twisted mind. Roth does a great job in all of his movies tempering his grotesque imagery and thematic content with humor. This is no exception. The cast is good and strong- had it been a no name Director the film would not have attracted so many named stars. Patrick Dempsey is very good. I liked it.","19 November 2023","2/10",NA
"Thanksgiving (2023)","Super Fun","tkdlifemagazine","Thanksgiving is what happens when you take all the bad of recent Halloween movies and mix it with Scream.The only good this film has going for it is an interesting slasher killer and brutal kills (some of those kills make no sense and are not possible), but they did look good. Everything else is trash!Terrible writing, horrible pacing, trash story, boring generic characters, and rittled with cliche slasher horror tropes. This film made me laugh from it all.Nothing about this film is different. Granted, it's not all that possible to be unique in the slasher genre, but we've seen everything this film has done before, and we've seen it done better.The highest compliment I can give Eli Roth for this film is that he did create an interesting slasher villain. He looks great and has great command of the screen. But you need more than an interesting slasher villain to carry your film and this horrible story, and these boring characters definitely did not do it.I genuinely do not understand how this film is getting the high scores and positive reviews it's getting. But oh well, perhaps it's just not for me.IMDb: 3/10
Letterboxd: 2/5Watched in Theaters.","28 November 2023","7/10",NA
"Thanksgiving (2023)","Mind numbingly STUPID","natashafitzsimons","I was quite surprised yet happy to see a thanksgiving horror film getting such high praise. I went in with no expectations and only saw the trailer possibly once. Let me start by saying that this film has quite graphic kills and inventive kills at that. This film starts solid with an extremely dramatic opening and then follows the basic slasher whodunnit outline. I didn't find any of the characters interesting nor do I remember a single person's name so it was kinda hard to stay invested when I don't have a connection to anyone.After the killer is revealed the movie then rushes to the end. Not sure if the director wanted to keep the run time short or if they just didn't know how to end the film but it literally sprints to the end. If you're looking for a cheesy horror movie and just watching for fun this is for you. I just need a little more substance.","19 November 2023","2/10",NA
"Thanksgiving (2023)","For a modern-day slasher, it doesn't get much more enjoyable than this","kevin_robbins","I attended an advance screening of Thanksgiving (2023) this evening. The plot revolves around the infamous town of Plymouth, Massachusetts, grappling with a tragic Black Friday massacre. As the locals gear up to celebrate Thanksgiving a year later, someone decides to deliver festive justice to those responsible.Directed by Eli Roth (Cabin Fever), the film stars Patrick Dempsey (Grey's Anatomy), Addison Rae (He's All That), Gina Gershon (Killer Joe), Nell Verlaque (The Marijuana Conspiracy), and Rick Hoffman (Ballers).The movie is truly remarkable. I found myself smiling from the opening scene to the closing credits. It captures a 90s slasher vibe with a plethora of characters who could be the killer, a high school class facing peril, and a relatable motive for the antagonist. The kill scenes are all top-notch, earning a solid 10/10, with a perfect blend of creativity, gore, blood splatter, and more gore. The Black Friday and parade sequences are standout moments, eliciting cheers from tonight's audience. Noteworthy are the elite decapitation scenes and a sequence reminiscent of Heath Ledger's Joker in The Dark Knight. For a modern-day slasher, it doesn't get much more enjoyable than this. I'd give this an 8/10 and highly recommend it.","20 December 2023","8/10",NA
"Thanksgiving (2023)","Not sure what people are watching","FeastMode","I'm a little stunned by the positivity of the reviews I've seen. Thanksgiving has some good surrounded by mostly bad. I'll start with the few positives. It's mostly well-made from a technical perspective. I loved the scenes of carnage and chaos. And all of the kills made my jaw drop. It doesn't hold back.Everything outside of the kill scenes is bad. I wish they leaned more into the dark fun slasher vibes. Instead they try to be serious, which magnifies how bad, bland and dumb the rest of the movie is. And while the mystery is intriguing and unpredictable, the reveal isn't even a tiny bit satisfying.This will probably be more enjoyable if you haven't seen many movies. (1 viewing, 12/19/2023)","26 February 2024","3/10",NA
"Thanksgiving (2023)","We've seen this movie, literally. Twice. Still fun-ish.","hnhnyc","At this point one would think after all these movies, Eli Roth would learn how to make a good movie.Unfortunately, he didn't so he doesn't.While the premise is fine and plot could be salvaged with someone better at writing, the whole movie is quickly spiraling into your average stupid slasher movie.They probably tried to make a new Scream like movie, but failed.There is so many, many (not important) characters in this that waste screentime, so many unused chekhov guns that is not even funny.Even worse, there are many plot dead ends, which is somehow worse than having a good ol' plot hole. For example - part about store camera backups. It looks like an important part of the plot but no, it just resolves itself in the minutes after being mentioned. And it was resolved by one of the characters just watching those backups at some random point, concentrating on the dumbest part of it, printing some photos and going to police. What?Having so many unncessary characters is probably seen on paper like having so many options for viewer to think who is the killer - ""Oooh, no, who it is, ooohh"". But in reality it just wastes screen time and the only thing getting killed is any hope for plot coherence.Which brings me to the pacing of the movie. It's done so amateursh and incompetent that I go back to the first sentence - how did this dude didn't learn after all these years to make a coherent story flow? There is no sense of time in the movie, no sense of space, no sense of plot order. Things just happen.One of the worst things a movie can do is to make viewer constantly think ""That doesn't seem right/That's stupid/What?"" while watching a movie.The ending also looks super slapped on, contrived at best.It's not the worst movie ever, or from this year, but it ain't good. There is a solid horror movie in there somewhere but that movie is not written, directed and produced by Eli Roth.","21 December 2023","5/10",NA
"Thanksgiving (2023)","Bad","Smarmelade","Even for a slasher pic, Thanksgiving is crude, messy (in every sense of the word) and ridiculously over-the-top. Far from being an homage to Friday 13th, Scream etc it's a mockery of the genre, devoid of any merit. It lacks a shred of originality, and tries to make up for this by going for grossness in ridiculous ways. I have a strong stomach, but grossness simply for grossness' sake makes me shake my head.Other than gore, there's no plot. There's no style, no elan - there's not even a character worth rooting for. There's no talent, either. Everything - writing, acting, directing, camera-work - is just dialled-in, by-the-numbers stuff. Usually the wrong numbers.I might add that the poster is misleading - presumably deliberately. It gives the impression that this is going to be a period piece - which might've been interesting. It isn't.I suppose I've only myself to blame for watching it. Clearly, I should've remembered Bob Newhart's words: ""See, Walt, that's an *American* holiday.""Thanks to a membership card, I saw this for free - and I still feel ripped off.","18 November 2023","4/10",NA
"Thanksgiving (2023)","The Year's Biggest Turkey","Lomax343","We actually got it. It took a long time but we finally got a 'Thanksgiving' movie based on the infamous 'Grindhouse' trailer from 2007. I always liked to imagine what this film would actually look like. In all of the ways I envisioned it though, I never foresaw it being as coherent and well put together as this film ultimately was. This movie was a blast.The first thing to note is that the film is absolutely brutal. They haven't toned things down from the original trailer at all. They have committed to the concept and the film is that much better off for it. Like most Eli Roth films it feels like nothing is off limits.I was pleasantly surprised to find the film was done in a whodunit style. The mystery, and not knowing what characters could and could not be trusted, added another layer to the film and worked really well.When we first meet the characters, and in particular the teenage characters, I was a little worried they were going to be extremely unlikable, as is usually the case in these types of films. As the film went on though most, if not all, of them grew on me. And by the end of the film I actually cared about their fate.'Thanksgiving' is going to go down as one of my most pleasant surprises of 2023 for me. It was everything I wanted and more. 9/10.","16 November 2023","2/10",NA
"Thanksgiving (2023)","I never envisioned this film being so good","jtindahouse","Thanksgiving starts with a fantastic opening scene. The Black Friday shopping mayhem scene is straight out of South Park, with crazed shoppers rampling people to death in gruesome ways over a free waffle maker. That scene is perfectly acted, with all performers giving a spot on impression of awful greedy trash people. That scene has something to say.The rest of the film starts off as your average ""I know what you did last summer"" style revenge slasher with an unknown killer in a pilgrom costume stalking and killing the people responsible for the opening scene Black Friday tragedy.Towards the third act, the movie further devolves into needless, evil spirited torture porn.A central problem is the main characters, who are a chore to endure. All except the main girl (who seemingly has just one facial expression) and the Russian girl are awful. Especially the males. For a while I wondered if the director / writer were on a dare or pulling a prank by having every single line have the F-word in it. But then a few lines without it showed up. A pity, that would have been more clever than what we got. We are left with intensely unlikeable protagonists, waiting for them to be picked off one by one.The film barely gives us any hints to who the killer is, what in particular he's motivated by, and in the end pulls a random character out of the hat. The only reason I knew it wasn't one of the teens was that Gina Gershon had a brief appearance and death scene in the opening, so I knew the killer had to be connected to her. Otherwise why cast a name actor in a no name role?When the reveal does happen, it's ridiculously stupid, and most of all, the needless cruelty and sadism of the killer goes way beyond revenge. In particular one scene involving the centerpiece of the revenge is sickening, case in point being it's something that happened during the October 7th Hamas attack. It's so messed up that it ruins the tone of what should be a fun, scary holiday slasher / horror film. Eli Roth really needs to get his demons under control. Pushing the boundaries is one thing, but missing the tone of your movie is another.Oddly enough, the gore effects are quite bad. For a movie that goes so deep into gore, I was surprised it didn't look better.Speaking of things that look bad: the Killer's mask. This is a big one, since a slasher film lives and dies by its killer. The killer here looks boring. Like a low budget V for Vendetta, he's neither scary nor iconic. They must have realized the former, because midway during the movie, he burns his mask for no reason other than he knows he's in a movie and wants to look scarier.The film moves at a brisk pace, and thankfully the obligatory scenes of characters nervously tiptoeing through corridors with the Killer lying in wait aren't 5 minutes long like in older 80s and 90s Slashers where the narrative ground to a total halt before every kill scene. They throw in a few chase scenes to mix things up as well.Here's something I'm thankful for: Thanksgiving didn't bore me. It annoyed me with it's nasty characters, it repulsed me with the it's mean spiritedness, bit it didn't bore me.Had they kept the tone and social commentary from the opening scene, they could have had a real classic here. As it stands, this is a missed opportunity let down by a weak script and a director who's pathological need to shock undermines his talent.","23 November 2023","9/10",NA
"Thanksgiving (2023)","There's something wrong about this one","kuner-59029","I'm so confused about how this has a decent rating. This movie was painfully boring and predictable. The acting was absolutely atrocious. The story was as bland as it comes. I love cheesy horror movies, but this doesn't even count as one. I can't tell you how many times I have seen all of the 80s slasher flicks. I will binge watch them over and over. But I will never watch this one again. It's just so bad. I can't even laugh at it. Honestly, I'm insulted that anyone would put something out that is so bad. And that people would review it so well. I only went to see this movie based off of the reviews. It seems like people have lost touch with what makes a good movie.","2 December 2023","5/10",NA
"Thanksgiving (2023)","I'm at a loss","Gith13","There were so many opportunities for this movie to go wrong. There is nothing better than a painfully stupid concept well executed to the point that it is actually good. Thanksgiving is the only Thanksgiving slasher movie I can think of. It is really enjoyable and, somewhat, grisly in parts. Eli Roth has a a unique and twisted mind. Roth does a great job in all of his movies tempering his grotesque imagery and thematic content with humor. This is no exception. The cast is good and strong- had it been a no name Director the film would not have attracted so many named stars. Patrick Dempsey is very good. I liked it.","19 November 2023","2/10",NA
"Thanksgiving (2023)","Super Fun","tkdlifemagazine","Thanksgiving is what happens when you take all the bad of recent Halloween movies and mix it with Scream.The only good this film has going for it is an interesting slasher killer and brutal kills (some of those kills make no sense and are not possible), but they did look good. Everything else is trash!Terrible writing, horrible pacing, trash story, boring generic characters, and rittled with cliche slasher horror tropes. This film made me laugh from it all.Nothing about this film is different. Granted, it's not all that possible to be unique in the slasher genre, but we've seen everything this film has done before, and we've seen it done better.The highest compliment I can give Eli Roth for this film is that he did create an interesting slasher villain. He looks great and has great command of the screen. But you need more than an interesting slasher villain to carry your film and this horrible story, and these boring characters definitely did not do it.I genuinely do not understand how this film is getting the high scores and positive reviews it's getting. But oh well, perhaps it's just not for me.IMDb: 3/10
Letterboxd: 2/5Watched in Theaters.","28 November 2023","7/10",NA
"Thanksgiving (2023)","Mind numbingly STUPID","natashafitzsimons","I was quite surprised yet happy to see a thanksgiving horror film getting such high praise. I went in with no expectations and only saw the trailer possibly once. Let me start by saying that this film has quite graphic kills and inventive kills at that. This film starts solid with an extremely dramatic opening and then follows the basic slasher whodunnit outline. I didn't find any of the characters interesting nor do I remember a single person's name so it was kinda hard to stay invested when I don't have a connection to anyone.After the killer is revealed the movie then rushes to the end. Not sure if the director wanted to keep the run time short or if they just didn't know how to end the film but it literally sprints to the end. If you're looking for a cheesy horror movie and just watching for fun this is for you. I just need a little more substance.","19 November 2023","2/10",NA
"Thanksgiving (2023)","For a modern-day slasher, it doesn't get much more enjoyable than this","kevin_robbins","I attended an advance screening of Thanksgiving (2023) this evening. The plot revolves around the infamous town of Plymouth, Massachusetts, grappling with a tragic Black Friday massacre. As the locals gear up to celebrate Thanksgiving a year later, someone decides to deliver festive justice to those responsible.Directed by Eli Roth (Cabin Fever), the film stars Patrick Dempsey (Grey's Anatomy), Addison Rae (He's All That), Gina Gershon (Killer Joe), Nell Verlaque (The Marijuana Conspiracy), and Rick Hoffman (Ballers).The movie is truly remarkable. I found myself smiling from the opening scene to the closing credits. It captures a 90s slasher vibe with a plethora of characters who could be the killer, a high school class facing peril, and a relatable motive for the antagonist. The kill scenes are all top-notch, earning a solid 10/10, with a perfect blend of creativity, gore, blood splatter, and more gore. The Black Friday and parade sequences are standout moments, eliciting cheers from tonight's audience. Noteworthy are the elite decapitation scenes and a sequence reminiscent of Heath Ledger's Joker in The Dark Knight. For a modern-day slasher, it doesn't get much more enjoyable than this. I'd give this an 8/10 and highly recommend it.","20 December 2023","8/10",NA
"Thanksgiving (2023)","Not sure what people are watching","FeastMode","I'm a little stunned by the positivity of the reviews I've seen. Thanksgiving has some good surrounded by mostly bad. I'll start with the few positives. It's mostly well-made from a technical perspective. I loved the scenes of carnage and chaos. And all of the kills made my jaw drop. It doesn't hold back.Everything outside of the kill scenes is bad. I wish they leaned more into the dark fun slasher vibes. Instead they try to be serious, which magnifies how bad, bland and dumb the rest of the movie is. And while the mystery is intriguing and unpredictable, the reveal isn't even a tiny bit satisfying.This will probably be more enjoyable if you haven't seen many movies. (1 viewing, 12/19/2023)","26 February 2024","3/10",NA
"Thanksgiving (2023)","We've seen this movie, literally. Twice. Still fun-ish.","hnhnyc","At this point one would think after all these movies, Eli Roth would learn how to make a good movie.Unfortunately, he didn't so he doesn't.While the premise is fine and plot could be salvaged with someone better at writing, the whole movie is quickly spiraling into your average stupid slasher movie.They probably tried to make a new Scream like movie, but failed.There is so many, many (not important) characters in this that waste screentime, so many unused chekhov guns that is not even funny.Even worse, there are many plot dead ends, which is somehow worse than having a good ol' plot hole. For example - part about store camera backups. It looks like an important part of the plot but no, it just resolves itself in the minutes after being mentioned. And it was resolved by one of the characters just watching those backups at some random point, concentrating on the dumbest part of it, printing some photos and going to police. What?Having so many unncessary characters is probably seen on paper like having so many options for viewer to think who is the killer - ""Oooh, no, who it is, ooohh"". But in reality it just wastes screen time and the only thing getting killed is any hope for plot coherence.Which brings me to the pacing of the movie. It's done so amateursh and incompetent that I go back to the first sentence - how did this dude didn't learn after all these years to make a coherent story flow? There is no sense of time in the movie, no sense of space, no sense of plot order. Things just happen.One of the worst things a movie can do is to make viewer constantly think ""That doesn't seem right/That's stupid/What?"" while watching a movie.The ending also looks super slapped on, contrived at best.It's not the worst movie ever, or from this year, but it ain't good. There is a solid horror movie in there somewhere but that movie is not written, directed and produced by Eli Roth.","21 December 2023","5/10",NA
"Thanksgiving (2023)","Bad","Smarmelade","Even for a slasher pic, Thanksgiving is crude, messy (in every sense of the word) and ridiculously over-the-top. Far from being an homage to Friday 13th, Scream etc it's a mockery of the genre, devoid of any merit. It lacks a shred of originality, and tries to make up for this by going for grossness in ridiculous ways. I have a strong stomach, but grossness simply for grossness' sake makes me shake my head.Other than gore, there's no plot. There's no style, no elan - there's not even a character worth rooting for. There's no talent, either. Everything - writing, acting, directing, camera-work - is just dialled-in, by-the-numbers stuff. Usually the wrong numbers.I might add that the poster is misleading - presumably deliberately. It gives the impression that this is going to be a period piece - which might've been interesting. It isn't.I suppose I've only myself to blame for watching it. Clearly, I should've remembered Bob Newhart's words: ""See, Walt, that's an *American* holiday.""Thanks to a membership card, I saw this for free - and I still feel ripped off.","18 November 2023","4/10",NA
